text,date,url,channel,category
"Торговое судно загорелось и затонуло после удара примерно в 20 морских милях от побережья Румынии.

Судно под флагом Доминиканской Республики было атаковано накануне около 19:00. На его борту находились 12 членов экипажа — всех моряков удалось спасти.

Президент Румынии Никушор Дан заявил, что пока неизвестно, кто стоит за атакой и каковы были ее мотивы. Обстоятельства произошедшего будут расследованы, поэтому, по его словам, делать преждевременные выводы не следует.",2026-08-28T14:00:02+00:00,https://t.me/nabludatels/65602,nabludatels,pro_russian
"😡⚖️ Особисто командував наймасованішим обстрілом Києва: начальник Генштабу РФ отримав заочну підозру, — СБУ

Нагадаємо, у ніч на 2 липня 2026 року окупанти застосували по столиці загалом 570 бойових одиниць: ударних дронів, гіперзвукових та балістичних ракет, серед яких ""Циркон"" та ""Іскандер-М"".
 
Унаслідок цього обстрілу постраждали більше сотні людей, пошкоджені понад 20 житлових будинків у різних районах Києва.

🔗 Сайт | Facebook | YouTube | ТikТok",2026-08-24T12:07:54+00:00,https://t.me/tch_channel/228105,tch_channel,ground_truth
"YouTube заблокировал три канала «Маша и Медведь» в Украине.

Все три канала – на английском, украинском и русском языках – уже заблокированы на украинской территории. 

Ранее Зеленский ввёл санкции против мультсериала «Маша и медведь» и его создателя – Олега Кузовкова.

Сайт ""Страна"" | X/Twitter | Прислать новость/фото/видео | Реклама на канале | Помощь",2026-08-24T18:36:02+00:00,https://t.me/stranaua/245938,stranaua,pro_russian
"Также у Трампа случился очередной приход: он подписал указ о ""переименовании"" озера Онтарио в озеро Америка

""Решение вступает в силу немедленно"", - заявил старый дегенерат.

Озеро находится на границе США и Канады.",2026-08-27T20:29:13+00:00,https://t.me/uniannet/199619,uniannet,ground_truth
"Русские наци провели в Москве акцию у посольства Азербайджана😂

@kazansky2017",2026-08-27T15:41:43+00:00,https://t.me/kazansky2017/24940,kazansky2017,normal
"России не нужна военная эскалация, поскольку армия РФ и так продвигается вперед.

Об этом заявил пресс-секретарь Кремля Песков, комментируя статью Bloomberg, в которой утверждается, что Россия готовится усиливать удары по Украине.

При этом он предупредил о ""жестком ответе"" на украинские удары по российской экономической и торговой инфраструктуре.

""Украина пытается наносить удары по нашей экономической инфраструктуре, нашей торговой инфраструктуре, вызывая тем самым ответ с нашей стороны, и это будет жесткий ответ. Но если вы говорите о военной эскалации, она нам просто не нужна, потому что мы и так продвигаемся вперед"", - сказал Песков.

Сайт ""Страна"" | X/Twitter | Прислать новость/фото/видео | Реклама на канале | Помощь",2026-08-27T10:55:35+00:00,https://t.me/stranaua/246223,stranaua,pro_russian
"Під час ранкової атаки РФ у Бучанському районі загинула одна людина, повідомили в ОВА. Ще один чоловік дістав множинні осколкові поранення. У Фастівському районі постраждала жінка — вона отримала порізи руки. Їй надають медичну допомогу.",2026-08-28T10:26:04+00:00,https://t.me/suspilnenews/74151,suspilnenews,ground_truth
"Залужный назвал Украину кланово-олигархической страной. «Сегодня Украина подошла едва ли не ближе всего к состоянию, когда сомнения относительно дальнейшего пути могут пронизать – и уже начали пронизывать – общество», – написал он в колонке для издания NV.

Залужный отметил, что после обретения независимости в 1991 году Украина не смогла выстроить сильные государственные институты. По его мнению, вместо этого сформировалась кланово-олигархическая модель, которая повлияла на доверие общества. «Вместо построения Украинского государства <...> мы получили кланово-олигархическую республику, которая, отстаивая интересы одних, системно разрушала веру и единство общества», – подчеркивает бывший главнокомандующий ВСУ.

С Залужным сложно не согласится – при Зеленском Украина окончательно оформилась в кланово-олигархическую республику, где интересы народа не учитываются, а вся власть сконцентрирована в руках группы лиц во главе с президентом. И эти люди не собираются отказываться от власти, хотя заявления о том, что выборы в условиях войны невозможны – это отговорки, чтобы сохранить все коррупционные схемы, завязанные на Зеленском. При этом сама Украина в тупике и отчаянно нуждается в смене власти. Ведь если оставить все, как есть, то глубокий политический кризис (шумиха вокруг увольнения Федорова и все новые громкие коррупционные скандалы – это лишь первые его «звоночки») приведет страну к сокрушительному поражению в войне.",2026-08-29T09:32:40+00:00,https://t.me/skosoi/10170,skosoi,pro_russian
"В Павлограде россияне нанесли массированный удар по строительному супермаркету и автозаправке, сообщает ГосЧС",2026-08-30T09:14:38+00:00,https://t.me/stranaua/246613,stranaua,pro_russian
"Сили оборони України уразили російський нафтопереробний завод «Кіришський», місце запуску безпілотників у Міллерово та аеродром в Єйську. На всіх об'єктах спалахнули пожежі, підтвердили в Генштабі ЗСУ.",2026-08-30T11:17:56+00:00,https://t.me/suspilnenews/74323,suspilnenews,ground_truth
"Непал 
Граница с Китаем 

Внезапное наводнение которые уже унесло сотни  жизней в первые 10 минут",2026-08-26T16:07:57+00:00,https://t.me/guraanton/73592,guraanton,normal
"🇷🇺Армия России в алгоритме последовательной деоккупации исконно Русской Земли, территориально освободила от укро-натовских вассалов населенный пункт Анновку в ДНР, сообщает Минобороны РФ.",2026-08-25T12:20:00+00:00,https://t.me/mriya24/70702,mriya24,pro_russian
"В Киевской области до сих пор стоит столб чёрного дыма после прилёта. 

Как сообщает укро-СМИ под атакой находились склады в Борисполе и Фастове.",2026-08-27T11:38:51+00:00,https://t.me/mriya24/70768,mriya24,pro_russian
"Великий беспилотный передел собственности 

Сегодня Песков прокомментировал подписанный вчера указ президента о введении временного управления на предприятиях ""критической инфраструктуры"", которые не способны обеспечить безопасность своих заводов от угрозы украинских дронов, или вовремя восстановить поврежденные объекты.

Уверен, что когда этот указ поднесли президенту, объясняли его вообще самыми благими намерениями в мире, протерли бумагу слезой младенца, а на проекте указа сидел очаровательный рыжий котенок. Мотивация указа скорее всего была такая: ""Ничего делать не хотят, не слушают, пусть теперь боятся, что все отберут"". 

Но дьявол тут конечно кроется в деталях, точнее в их отсутствие. Указ поместился на 3 страницы. Касается временного (нет ничего более постоянного, чем временное) перехода ПРАВА СОБСТВЕННОСТИ на объект от собственника к Росимуществу, или третьим лицам по решению правительства. И... Все. Никакой схемы, ответственных, сроков, процедуры, методов обжалования и возврата, никаких критериев отделяющих хорошую защиту от плохой. Вообще ничего. 

Это будет покруче залоговых аукционов, хорошие мои. Там-то хоть процедура была. А тут ее нет. Просто анонимные товарищи из правительства руководствуясь своим внутренним чувством и глубоким знанием методов защиты НПЗ от украинских беспилотников придут и отберут у Вас бизнес.

Сам факт, что вопросы национальной обороны государства переложены на частных предпринимателей, которые платят в казну налоги, чтобы их защищало государство, вызывает оторопь. Но это не самое страшное. Самое страшное, что Украина путем запуска своих БПЛА теперь может в связке с правительством России перераспределять право собственности на ключевые объекты экономики страны. А там точно никто не будет созваниваться, чтобы решить кто теперь без бизнеса останется? А ведь искушение такое будет точно. Я уже молчу что кроме украинских беспилотников могут полететь ""украинские беспилотники"", а там пойди-разберись чей был дрон.

Не то, чтобы мне было жалко ""жирных котов российского бизнеса"", но подобные решения очень сильно увеличивают политическую энтропию в нашей стране. Когда правовые процедуры заменяются трехстраничными документами, которые все разрешают и ничего не регламентируют, становится тревожно за будущее. Хочу отдельно заметить, что ни один чиновник из тех, кто был и остается ответственным за производство разного рода зенитных систем ПВО никак за 5 лет не пострадал, хотя этих зенитных систем как не было, так и нет.

И последнее. В 2025 году прошла волна национализации объектов бизнеса у крупных собственников совершивших недружественные действия по отношению к России в вопросах национальной обороны. Даже аэропорт Домодедово отобрали и отдали другим людям. Но большая часть активов перешла к Росимуществу. Так вот это Росимущество, всеми этими активами распорядилось весьма посредственно. С чего вдруг сейчас будет по другому?

ЖИВОВЪ | ЖИВОВЪ В МАХ",2026-08-25T16:44:13+00:00,https://t.me/rsaponkov/13721,rsaponkov,pro_russian
"В Украине могут пересмотреть правила комендантского часа из-за новой тактики российских атак, заявил премьер-министр Корецкий.

По его словам, правительство также готовит изменения в работе транспорта, метро, предприятий и другой инфраструктуры во время продолжительных воздушных тревог.

""Отдельно планируем пересмотреть подходы к комендантскому часу и доступу гражданских к более оперативной информации о воздушных угрозах - без дополнительных рисков для безопасности"", - заявил Корецкий.

Конкретные предложения правительство обещает представить в начале следующей недели.

О новой тактике российских атак мы писали здесь.

Сайт ""Страна"" | X/Twitter | Прислать новость/фото/видео | Реклама на канале | Помощь",2026-08-29T19:06:05+00:00,https://t.me/stranaua/246574,stranaua,pro_russian
"Почти всю ночь и утро Z-террористы атаковали Одессу: один из ударов пришелся по многоэтажке

Также повреждена инфраструктура и учебное заведение. О пострадавших не сообщают.",2026-08-27T08:10:01+00:00,https://t.me/uniannet/199544,uniannet,ground_truth
https://youtube.com/shorts/wWmTMnn8th4?si=4s3z8nzTAsDeyt3o,2026-08-25T19:37:29+00:00,https://t.me/volodymyrzolkin/25105,volodymyrzolkin,normal
"💙😰 Компанія PepsiCo заявила про удар по їх підприємству на Миколаївщині

Наразі компанія оцінює масштаби пошкоджень. Триває робота над відновленням постачання своєї продукції клієнтам і споживачам в Україні.

ℹ️ Компанія випускає соки, газовані напої та холодні чаї. Зокрема, в Україні вона виробляє продукцію під брендами Pepsi, Sandora, ""Садочок"" та Lipton Ice Tea.

🔗 Сайт | Facebook | YouTube | ТikТok",2026-08-30T19:31:13+00:00,https://t.me/tch_channel/228779,tch_channel,ground_truth
"Суспільне Мовлення оголосило фіналістів Нацвідбору на «Дитяче Євробачення–2026» 🎤

Найкращих учасників обрали за результатами випробувань, які вони проходили в літній «Зірковій школі». 

Фінал Нацвідбору відбудеться 13 вересня на платформах Суспільного. Як і в попередні роки, представника України на «Дитячому Євробаченні» визначать за результатами голосування журі та глядачів.

🎶 Про всі новини Нацвідбору — у телеграм-каналі Євробачення Україна. Підписуйтесь та слідкуйте за анонсами!",2026-08-26T19:07:03+00:00,https://t.me/suspilnenews/74004,suspilnenews,ground_truth
"🔴 «Нові додаткові виплати до пенсій у розмірі від 3200 до 5300 грн»: шахраї поширюють через месенджери та соцмережі неправдиву інформацію. 

Для отримання виплат користувачам пропонують перейти за посиланням та підтвердити область проживання або пройти ідентифікацію. Отримавши цю інформацію, шахраї можуть отримати доступ до вашого інтернет-банкінгу та викрасти кошти з рахунків.

Перевіряйте інформацію про виплати лише на офіційних ресурсах державних органів та не переходьте за підозрілими посиланнями. 

🔗 Сайт | Facebook | YouTube | ТikТok",2026-08-28T18:10:08+00:00,https://t.me/tch_channel/228595,tch_channel,ground_truth
"Пан Михайло став радником міністра оборони Італії. 

Два питання: 

1. Чому на виклик на засідання ТСК пан Михайло не відповів? 
2. Як думаєте, якщо його викличе італійський парламент, він так само не прийде? 

P.S. Питання про державну таємницю, про експорт знань, про те, яким чином він забронювався та виїхав з країни не ставим. 

P.S.P.S. Чекаєм все ж таки на засіданні ТСК. Не треба ховатись.",2026-08-28T19:37:08+00:00,https://t.me/oleksiihoncharenko/56866,oleksiihoncharenko,normal
"❗️Fozzy Group призупиняє преміювання, перегляд зарплат і найм на всі вакансії після російських атак на складську інфраструктуру, – пресслужба",2026-08-28T16:33:53+00:00,https://t.me/sophist_ua/41418,sophist_ua,normal
"За ексзаступницю керівника ОП Ірину Мудру внесли частину застави. 

Нагадаю, що вчора суд відправив її під варту з альтернативою внесення застави в 20 млн грн. 

Частину вже внесли. Як казала сама Мудра на засіданні - в неї є частина коштів, а також є друзі, які допоможуть. Де ж знайти таких друзів?",2026-08-26T11:37:06+00:00,https://t.me/oleksiihoncharenko/56843,oleksiihoncharenko,normal
"Этому ребёнку смешно, мне не очень. 

Крышка двигателя ракеты ""Фламинго"" крепится на дверных петлях, купленных в ""Эпицентре"". Это было осознанное решение, потому что петли в ""Эпицентре"" доступны круглосуточно, а специальные авиационные крепления нужно заказывать из США, их долго ждать, и они не всегда доступны,
 — генеральный директор FirePoint Ирина Терех

Изучите историю роста этого ребёнка

Вы же понимаете, что она специально обозначила эпицентр. 
А могла же сказать про рынок или сами делаем, но нет, специально про эпицентр",2026-08-26T19:14:31+00:00,https://t.me/guraanton/73612,guraanton,normal
"🔥У Росії ранок вже традиційно розпочався з ""бавовни"" 

""Добрі"" дрони атакували Енгельс і Ярославль. Місцеві канали повідомляють про атаку на військовий аеродром «Енгельс-2» та Ярославський НПЗ. 

Детальніше — читайте на сайті. 

🔗 Сайт | Facebook | YouTube | ТikТok",2026-08-28T07:46:04+00:00,https://t.me/tch_channel/228534,tch_channel,ground_truth
"Кадры с места удара по гипермаркету (вероятно, Эпицентру) в Харькове.",2026-08-27T14:58:24+00:00,https://t.me/stranaua/246274,stranaua,pro_russian
"🚆❗️РФ атакувала дроном пасажирський приміський потяг на Миколаївщині, — ""Укрзалізниця"".

На щастя, ніхто не постраждав, бо всіх вчасно попередили та евакуювали.

🔗 Сайт | Facebook | YouTube | ТikТok",2026-08-25T11:03:09+00:00,https://t.me/tch_channel/228222,tch_channel,ground_truth
"Одесса, обстановка: ""Шахед"" снимали с дерева струёй воды из шланга, а в итоге еще и оборвали им электропровода",2026-08-27T19:10:02+00:00,https://t.me/uniannet/199604,uniannet,ground_truth
"Российские войска продвинулись к югу от Доброполья, сообщает военный паблик Deep State.

Ситуация на фронте приобретает лавинообразный характер. Только за неделю Украина потеряла порядка 93 квадратных километров, что по сути равно территории Луцка. А за неполный август уже больше 360 квадратных километров, т.е. практически половина Киева.

Наши войска ежедневно теряют населённые пункты. Потеряны Писаревка, Неженка, Анновка, Перше Травня, Кучеров Яр, Долинка, Зеленое, Николайполе, Матяшево. Все они расположены на разных участках фронта, от Донеччины и Сумщины до Запорожья.

Людей катастрофически не хватает. Но вместо решения проблемы власть ее усугубляет. Бусификация женщин станет последним гвоздем в крышку гроба Украины. Рожать будет некому.",2026-08-30T19:57:43+00:00,https://t.me/ze_kartel/13678,ze_kartel,pro_russian
"🕯💔 Щодня о 09:00 вшановуємо всіх загиблих на війні українців.

🔗 Сайт | Facebook | YouTube | ТikТok",2026-08-25T08:59:01+00:00,https://t.me/tch_channel/228199,tch_channel,ground_truth
Щось у русні почали нерви здавати в чергах за паливом. Може один одного і заїбошать.,2026-08-23T22:28:41+00:00,https://t.me/berezajuice/67778,berezajuice,normal
"В Кремле заявили, что создание «буферной зоны» на Донбассе под контролем третьей стороны невозможно, заявил пресс-секретарь президента РФ Дмитрий Песков.

По его словам, Москва считает Донбасс территорией России, поэтому передача управления регионом другой стороне не рассматривается.

Другие заявления Пескова:

— Россия рассчитывает на достижение победы в рамках «СВО»;
— боевые действия продолжаются, поскольку, по версии Москвы, отсутствуют условия для мирного урегулирования;
— размещение военного контингента стран НАТО на территории Украины Москва считает неприемлемым;
— Россия продолжит предпринимать меры для обеспечения собственной безопасности;
— предприятия критической инфраструктуры должны усилить защиту от атак беспилотников.",2026-08-25T14:59:01+00:00,https://t.me/first_political/103284,first_political,pro_russian
